Location_Renamed,Location,Type_1,Type_2,Quarter,GDP_Quarterly
Negros Island Region (NIR),NIR,Industry,01. Mining and quarrying,2024Q4,4717502.633
Negros Island Region (NIR),NIR,Industry,01. Mining and quarrying,2025Q1,4822426
Negros Island Region (NIR),NIR,Industry,01. Mining and quarrying,2025Q2,4937462.93
Negros Island Region (NIR),NIR,Industry,01. Mining and quarrying,2025Q3,5065141.813
Negros Island Region (NIR),NIR,Industry,01. Mining and quarrying,2025Q4,5207991.039
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2020Q1,69127180.5
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2020Q2,69964746.66
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2020Q3,71039568.03
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2020Q4,72317751.01
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2021Q1,73765402
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2021Q2,75348627.39
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2021Q3,77033533.59
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2021Q4,78786227
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2022Q1,80572814
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2022Q2,82359401
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2022Q3,84112094.41
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2022Q4,85797000.61
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2023Q1,87380226
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2023Q2,88839174.86
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2023Q3,90196442.91
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2023Q4,91485923.75
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2024Q1,92741511
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2024Q2,93997098.25
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2024Q3,95286579.09
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2024Q4,96643847.14
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2025Q1,98102796
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2025Q2,99697319.26
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2025Q3,101461310.5
Negros Island Region (NIR),NIR,Industry,02. Manufacturing,2025Q4,103428663.4
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2020Q1,9925764.5
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2020Q2,9720595.48
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2020Q3,9692427.094
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2020Q4,9815973.535
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2021Q1,10065949
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2021Q2,10417067.68
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2021Q3,10844043.78
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2021Q4,11321591.49
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2022Q1,11824425
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2022Q2,12327258.51
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2022Q3,12804806.22
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2022Q4,13231782.32
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2023Q1,13582901
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2023Q2,13841305.07
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2023Q3,14023851.72
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2023Q4,14155826.76
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2024Q1,14262516
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2024Q2,14369205.24
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2024Q3,14501180.28
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2024Q4,14683726.93
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2025Q1,14942131
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2025Q2,15301678.29
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2025Q3,15787654.59
Negros Island Region (NIR),NIR,Industry,"03. Electricity, steam, water and waste management",2025Q4,16425345.73
Negros Island Region (NIR),NIR,Industry,04. Construction,2020Q1,26179713.5
Negros Island Region (NIR),NIR,Industry,04. Construction,2020Q2,30506073.68
Negros Island Region (NIR),NIR,Industry,04. Construction,2020Q3,34284503.66
Negros Island Region (NIR),NIR,Industry,04. Construction,2020Q4,37593279.18
Negros Island Region (NIR),NIR,Industry,04. Construction,2021Q1,40510676
Negros Island Region (NIR),NIR,Industry,04. Construction,2021Q2,43114969.85
Negros Island Region (NIR),NIR,Industry,04. Construction,2021Q3,45484436.47
Negros Island Region (NIR),NIR,Industry,04. Construction,2021Q4,47697351.61
Negros Island Region (NIR),NIR,Industry,04. Construction,2022Q1,49831991
Negros Island Region (NIR),NIR,Industry,04. Construction,2022Q2,51966630.39
Negros Island Region (NIR),NIR,Industry,04. Construction,2022Q3,54179545.53
Negros Island Region (NIR),NIR,Industry,04. Construction,2022Q4,56549012.15
Negros Island Region (NIR),NIR,Industry,04. Construction,2023Q1,59153306
Negros Island Region (NIR),NIR,Industry,04. Construction,2023Q2,62044610.9
Negros Island Region (NIR),NIR,Industry,04. Construction,2023Q3,65170743.03
Negros Island Region (NIR),NIR,Industry,04. Construction,2023Q4,68453426.64
Negros Island Region (NIR),NIR,Industry,04. Construction,2024Q1,71814386
Negros Island Region (NIR),NIR,Industry,04. Construction,2024Q2,75175345.36
Negros Island Region (NIR),NIR,Industry,04. Construction,2024Q3,78458028.97
Negros Island Region (NIR),NIR,Industry,04. Construction,2024Q4,81584161.1
Negros Island Region (NIR),NIR,Industry,04. Construction,2025Q1,84475466
Negros Island Region (NIR),NIR,Industry,04. Construction,2025Q2,87053667.93
Negros Island Region (NIR),NIR,Industry,04. Construction,2025Q3,89240491.16
Negros Island Region (NIR),NIR,Industry,04. Construction,2025Q4,90957659.93
Negros Island Region (NIR),NIR,Industry,Industry,2020Q1,108500000
Negros Island Region (NIR),NIR,Industry,Industry,2020Q2,113597656.3
Negros Island Region (NIR),NIR,Industry,Industry,2020Q3,118531250
Negros Island Region (NIR),NIR,Industry,Industry,2020Q4,123324218.8
Negros Island Region (NIR),NIR,Industry,Industry,2021Q1,128000000
Negros Island Region (NIR),NIR,Industry,Industry,2021Q2,132582031.3
Negros Island Region (NIR),NIR,Industry,Industry,2021Q3,137093750
Negros Island Region (NIR),NIR,Industry,Industry,2021Q4,141558593.8
Negros Island Region (NIR),NIR,Industry,Industry,2022Q1,146000000
Negros Island Region (NIR),NIR,Industry,Industry,2022Q2,150441406.3
Negros Island Region (NIR),NIR,Industry,Industry,2022Q3,154906250
Negros Island Region (NIR),NIR,Industry,Industry,2022Q4,159417968.8
Negros Island Region (NIR),NIR,Industry,Industry,2023Q1,164000000
Negros Island Region (NIR),NIR,Industry,Industry,2023Q2,168667968.8
Negros Island Region (NIR),NIR,Industry,Industry,2023Q3,173406250
Negros Island Region (NIR),NIR,Industry,Industry,2023Q4,178191406.3
Negros Island Region (NIR),NIR,Industry,Industry,2024Q1,183000000
Negros Island Region (NIR),NIR,Industry,Industry,2024Q2,187808593.8
Negros Island Region (NIR),NIR,Industry,Industry,2024Q3,192593750
Negros Island Region (NIR),NIR,Industry,Industry,2024Q4,197332031.3
Negros Island Region (NIR),NIR,Industry,Industry,2025Q1,202000000
Negros Island Region (NIR),NIR,Industry,Industry,2025Q2,206574218.8
Negros Island Region (NIR),NIR,Industry,Industry,2025Q3,211031250
Negros Island Region (NIR),NIR,Industry,Industry,2025Q4,215347656.3
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2020Q1,92000000
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2020Q2,98390625
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2020Q3,104125000
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2020Q4,109296875
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2021Q1,114000000
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2021Q2,118328125
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2021Q3,122375000
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2021Q4,126234375
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2022Q1,130000000
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2022Q2,133765625
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2022Q3,137625000
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2022Q4,141671875
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2023Q1,146000000
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2023Q2,150671875
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2023Q3,155625000
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2023Q4,160765625
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2024Q1,166000000
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2024Q2,171234375
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2024Q3,176375000
Negros Island Region (NIR),NIR,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2024Q4,181328125
